id,title,description,createdAt,endedAt,serviceId,user_description,service_based_form,target_date,reissuedCopyOf,tradeClassificationType,state,stateText,sbf_form_text
12805409,Garderobe im Eingangsbereich,"Wir ben??tigen eine Garderobe f?ºr unseren Eingangsbereich Gr???üe ca. 2m x 2,5m    Farbe sollte wei?ü sein.    Raum wird f?ºr Schuhe, Jacken und etc. Ben??tigt.     Es ist bereits eine Teilgarderobe vorhanden. Diese soll weg kommen. Die Front (Siehe Bild) soll komplett mit der neuen Garderobe verbaut werden.",10/8/2019 9:29,11/7/2019 9:29,07010,"Wir ben??tigen eine Garderobe f?ºr unseren Eingangsbereich Gr???üe ca. 2m x 2,5m    Farbe sollte wei?ü sein.    Raum wird f?ºr Schuhe, Jacken und etc. Ben??tigt.     Es ist bereits eine Teilgarderobe vorhanden. Diese soll weg kommen. Die Front (Siehe Bild) soll komplett mit der neuen Garderobe verbaut werden.",0,Zeitnah,0,1.0,0,active,
12876814,"offene Marmortreppe schlie?üen/verkleiden, Holzregal streichen und Regal mit Plexiglas schlie?üen",Wir m??chten gern unsere offene Marmortreppe schlie?üen (insgesamt 14 Stufen). Am liebsten w?§re uns eine Holzverkleidung. Ein bestehendes/integriertes Regal soll in schwarz gestrichen werden und zudem soll das vorhandene Plexiglas gegen dickeres (schalld?§mmendes) und transparentes Plexiglas (Glasoptik) getauscht werden.  Pl?§ne mit Ma?üen der aktuellen Treppe k??nnen gern nachgereicht werden. Weitere Details gern am Telefon. Vielen Dank!,10/14/2019 10:21,11/13/2019 10:21,10010,Wir m??chten gern unsere offene Marmortreppe schlie?üen (insgesamt 14 Stufen). Am liebsten w?§re uns eine Holzverkleidung. Ein bestehendes/integriertes Regal soll in schwarz gestrichen werden und zudem soll das vorhandene Plexiglas gegen dickeres (schalld?§mmendes) und transparentes Plexiglas (Glasoptik) getauscht werden.  Pl?§ne mit Ma?üen der aktuellen Treppe k??nnen gern nachgereicht werden. Weitere Details gern am Telefon. Vielen Dank!,0,In den n?§chsten 3 Monaten,0,2.0,0,active,
12989719,Edelstahlschornstein au?üen bauen,Ben??tige jemand der mir ein Edelstahlaussenrohr f?ºr Kamin baut und anbringt.,10/23/2019 10:23,11/22/2019 10:23,01060,Ben??tige jemand der mir ein Edelstahlaussenrohr f?ºr Kamin baut und anbringt.,0,Zeitnah,0,1.0,0,active,
13076079,ca. 150 qm Einfahrt und 20 m Gehweg Schneer?§umen und streuen,Schneer?§umen und Kies streuen auf ca. 150 qm Einfahrt und 20 m Gehweg gem. gesetzlicher R?§umpflichten t?§glich von November bis M?§rz.,10/30/2019 23:26,11/29/2019 23:26,09010,Schneer?§umen und Kies streuen auf ca. 150 qm Einfahrt und 20 m Gehweg gem. gesetzlicher R?§umpflichten t?§glich von November bis M?§rz.,0,Zeitnah,0,4.0,0,active,
14615528,Anfertigung offene Schrankl??sung f?ºr begehbares Ankleidezimmer,"Anfertigung eines begehbaren Kleiderschranks mit offener Schrankl??sung, Material plus Montage  Raumbreite 2,09m Raumtiefe 2,68m  mit Schr?§ge und Vorsprung",3/6/2020 16:10,4/5/2020 16:10,07010,,1,Zeitnah,0,1.0,0,active,"Anfertigung eines begehbaren Kleiderschranks mit offener Schrankl??sung, Material plus Montage  Raumbreite 2,09m Raumtiefe 2,68m  mit Schr?§ge und Vorsprung"
14694683,Schornsteinabdeckung Schornstein abdichten dringend,"Wir suchen einen f?§higen und qualifizierten Handwerker, der uns den Schornstein mit einer Platte dicht macht.  Der Schornstein ist an keinem Kamin mehr angeschlossen und ben??tigt Schutz vor Regen und V??geln. Bzw. die V??gel brauchen Schutz :)  Ein zeitnaher Termin w?§re sch??n",3/11/2020 9:14,4/10/2020 9:14,01060,"Wir suchen einen f?§higen und qualifizierten Handwerker, der uns den Schornstein mit einer Platte dicht macht.  Der Schornstein ist an keinem Kamin mehr angeschlossen und ben??tigt Schutz vor Regen und V??geln. Bzw. die V??gel brauchen Schutz :)  Ein zeitnaher Termin w?§re sch??n",0,Zeitnah,0,1.0,0,active,
14790963,Bau eines Leichtbau Schornsteins,"Sehr geehrte Damen und Herren,  in unserem Dachgeschoss wollen wir einen  zus?§tzlichen Schornstein neu errichten. Der Schornstein sollte als Leichtbauschacht mit Trockenbau-Verkleidung errichtet werden und wahrscheinlich direkt durch das Dach (Flachdach/ Berliner Dach) gef?ºhrt werden. Das hei?üt Dacharbeiten am Flachdach sind auch notwendig. Au?üerdem ist die Dachkonstruktion mit sichtbaren und im Dach verlaufenden Dachbalken begrenzend, so dass wohl ein teilweiser R?ºckbau der angrenzenden Trockenbauwand notwendig wird (s. Skizze und Bilder). Im Wohnzimmer befindet sich eine Dunstabzugshaube, welche mit einem entsprechenden Sicherheitssystem versehen werden muss.  ¬†  Folgende Leistungen sollten angeboten werden:  - Schornstein errichten inkl. Durchf?ºhrung durchs Flachdach  - Anschluss des Kamins am Schornstein  - Trockenbauarbeiten (R?ºckbau und Wiederaufbau)  - Dacharbeiten  - Dunstabzugshaube absichern  - Absprache mit zust?§ndigem Schornsteinfeger  ¬†  Ich freue mich ?ºber Ihr Angebot!",3/18/2020 16:34,4/17/2020 16:34,01060,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,"Sehr geehrte Damen und Herren,  in unserem Dachgeschoss wollen wir einen  zus?§tzlichen Schornstein neu errichten. Der Schornstein sollte als Leichtbauschacht mit Trockenbau-Verkleidung errichtet werden und wahrscheinlich direkt durch das Dach (Flachdach/ Berliner Dach) gef?ºhrt werden. Das hei?üt Dacharbeiten am Flachdach sind auch notwendig. Au?üerdem ist die Dachkonstruktion mit sichtbaren und im Dach verlaufenden Dachbalken begrenzend, so dass wohl ein teilweiser R?ºckbau der angrenzenden Trockenbauwand notwendig wird (s. Skizze und Bilder). Im Wohnzimmer befindet sich eine Dunstabzugshaube, welche mit einem entsprechenden Sicherheitssystem versehen werden muss.  ¬†  Folgende Leistungen sollten angeboten werden:  - Schornstein errichten inkl. Durchf?ºhrung durchs Flachdach  - Anschluss des Kamins am Schornstein  - Trockenbauarbeiten (R?ºckbau und Wiederaufbau)  - Dacharbeiten  - Dunstabzugshaube absichern  - Absprache mit zust?§ndigem Schornsteinfeger  ¬†  Ich freue mich ?ºber Ihr Angebot!"
14813768,Zwei Fliesen austauschen bzw. einkleben in Kamen,"Hallo,  da ich zwei linke H?§nde und nicht das n??tige Verst?§ndnis f?ºr Handwerksarbeiten habe, suche ich jemanden der bei uns im G?§ste-WC ""nur"" zwei Wandfliesen austauscht. Eine ist dabei in einer Ecke, so dass dort auch neu mit Silikon versiegelt werden m?ºsste.  Ich w?ºrde mich freuen, wenn das ganze zeitnah ausgef?ºhrt werden k??nnte. Ersatzfliesen sind noch vorhanden. Es wird nur noch Kleber, Fugenmasse und Silikon ben??tigt. ?úber R?ºckmeldungen w?ºrde ich mich sehr freuen.",3/20/2020 16:25,4/19/2020 16:25,12070,,1,Zeitnah,0,2.0,0,active,"Hallo,  da ich zwei linke H?§nde und nicht das n??tige Verst?§ndnis f?ºr Handwerksarbeiten habe, suche ich jemanden der bei uns im G?§ste-WC ""nur"" zwei Wandfliesen austauscht. Eine ist dabei in einer Ecke, so dass dort auch neu mit Silikon versiegelt werden m?ºsste.  Ich w?ºrde mich freuen, wenn das ganze zeitnah ausgef?ºhrt werden k??nnte. Ersatzfliesen sind noch vorhanden. Es wird nur noch Kleber, Fugenmasse und Silikon ben??tigt. ?úber R?ºckmeldungen w?ºrde ich mich sehr freuen."
14859654,Bodentreppe / Luke einbauen,"Wir haben unseren Dachboden ausgebaut und wollen dort ein B?ºro einrichten. Die Dachluke haben wir vergr???üert, hat nun also ein individuelles Sonderma?ü. Wir suchen eine sch??ne L??sung f?ºr Bodenluke und Treppe, welche Alltagstauglich ist. Herausforderung: wenig Platz und eine T?ºr die im OG nach au?üen aufgeht. Ma?üe: 840mm x 1150mm Deckenh??he: 2200mm Deckenst?§rke: 300mm",3/24/2020 7:48,4/23/2020 7:48,10010,,1,Zeitnah,0,2.0,0,active,"Wir haben unseren Dachboden ausgebaut und wollen dort ein B?ºro einrichten. Die Dachluke haben wir vergr???üert, hat nun also ein individuelles Sonderma?ü. Wir suchen eine sch??ne L??sung f?ºr Bodenluke und Treppe, welche Alltagstauglich ist. Herausforderung: wenig Platz und eine T?ºr die im OG nach au?üen aufgeht. Ma?üe: 840mm x 1150mm Deckenh??he: 2200mm Deckenst?§rke: 300mm"
14895784,Treppe f?ºr den Keller,Hallo. Ich w?ºrde gerne meine Kellertreppe neu Zeitraum: In ca Wochen. Es muss kein Holz sein.  H??he ca 2 Meter.,3/26/2020 13:32,4/25/2020 13:32,10010,Hallo. Ich w?ºrde gerne meine Kellertreppe neu Zeitraum: In ca Wochen. Es muss kein Holz sein.  H??he ca 2 Meter.,0,Innerhalb der n?§chsten 30 Tage,0,2.0,0,active,
14902394,Balkon sanieren in Fahrenzhausen,"Balkon zu sanieren: Abdichten, neues Estrich, Fliesenlegen und Kantenschutz installieren‚Ä¶ Optional: Alte Fliesen und Estrich entfernen  Gr???üe des Balkons 8,54x1,28m Flie?üen-Gr???üe 90x45x2cm  Parkm??glichkeit direkt vor dem Haus (12m vom Balkon entfernt). Man kann auch unter dem Balkon parken, wenn man ?ºber ein Feld f?§hrt.",3/26/2020 20:40,4/25/2020 20:40,08130,,1,Innerhalb der n?§chsten 30 Tage,0,1.0,0,active,"Balkon zu sanieren: Abdichten, neues Estrich, Fliesenlegen und Kantenschutz installieren‚Ä¶ Optional: Alte Fliesen und Estrich entfernen  Gr???üe des Balkons 8,54x1,28m Flie?üen-Gr???üe 90x45x2cm  Parkm??glichkeit direkt vor dem Haus (12m vom Balkon entfernt). Man kann auch unter dem Balkon parken, wenn man ?ºber ein Feld f?§hrt."
14956859,Treppe zum Dachboden bauen (Treppenhaus erweitern),"Hallo, wir m??chten unsere Treppe erweitern. Bisher haben wir zum Dachboden nur eine Einschubtreppe, diese m??chten wir zuk?ºnftig durch eine Treppe ersetzten, die fest installiert ist und unser Treppenhaus erweitert. Die Dachbodendecke ist aus Holz. Interessant ist f?ºr uns in welchem Kostenbereich diese Arbeiten liegen, mir ist bewusst, dass es wesentlich teurer wird wenn wir uns f?ºr eine Treppe aus Gold entscheiden :)  Danke f?ºr Ideen und Angebote,  Eva",3/30/2020 12:39,4/29/2020 12:39,10010,,1,In 3 bis 6 Monaten,0,2.0,0,active,"Hallo, wir m??chten unsere Treppe erweitern. Bisher haben wir zum Dachboden nur eine Einschubtreppe, diese m??chten wir zuk?ºnftig durch eine Treppe ersetzten, die fest installiert ist und unser Treppenhaus erweitert. Die Dachbodendecke ist aus Holz. Interessant ist f?ºr uns in welchem Kostenbereich diese Arbeiten liegen, mir ist bewusst, dass es wesentlich teurer wird wenn wir uns f?ºr eine Treppe aus Gold entscheiden :)  Danke f?ºr Ideen und Angebote,  Eva"
14995964,Balkonsanierung und Abdichtung zu Mauerwerk,"Der in den Bildern gezeigt Balkon ist derzeit undicht und muss saniert werden.  Die vorbereitenden Arbeiten (Abbruch der Fliesen sowie Entsorgung Altgel?§nder) werden in Eigenleistung erbracht.  Der Balkon ist gut 6qm gro?ü (155cm* 390cm), Gef?§lle ist vorhanden. Der Balkon ist an einen dezeit bewohnten Wohnraum angeschlossen.   Auszuf?ºhrende Arbeiten:  - Abschlussbleche an den R?§ndern des Balkons zur Dachrinne erneuern - Abdichtung des Balkons sowie Abdichtung zum Mauerwerk und zur Balkont?ºre, Abdichtung zwischen Balkont?ºre und Wand.  - neue Gel?§nderfeiler montieren (vierkant), zur Montage eines neuen Holzgel?§nders, Demontage der alten Gel?§nderfeiler - Verlegung von Bautenschutzmatten zur Vorbereitung vom neuen Bodenaufbau   Materialien werden nicht gestellt.",4/1/2020 17:30,5/1/2020 17:30,08130,,1,Zeitnah,0,1.0,0,active,"Der in den Bildern gezeigt Balkon ist derzeit undicht und muss saniert werden.  Die vorbereitenden Arbeiten (Abbruch der Fliesen sowie Entsorgung Altgel?§nder) werden in Eigenleistung erbracht.  Der Balkon ist gut 6qm gro?ü (155cm* 390cm), Gef?§lle ist vorhanden. Der Balkon ist an einen dezeit bewohnten Wohnraum angeschlossen.   Auszuf?ºhrende Arbeiten:  - Abschlussbleche an den R?§ndern des Balkons zur Dachrinne erneuern - Abdichtung des Balkons sowie Abdichtung zum Mauerwerk und zur Balkont?ºre, Abdichtung zwischen Balkont?ºre und Wand.  - neue Gel?§nderfeiler montieren (vierkant), zur Montage eines neuen Holzgel?§nders, Demontage der alten Gel?§nderfeiler - Verlegung von Bautenschutzmatten zur Vorbereitung vom neuen Bodenaufbau   Materialien werden nicht gestellt."
15574029,2 Schornsteine abdecken und verkleiden in Hohenfels-Essingen,"Der alte, ungenutzte Schornstein soll verkleidet und abgedeckt werden, da er nicht mehr sehr stabil wirkt.  Der neue Schornstein, genutzt durch Kamin und Heizung, soll ?ºberdacht und ggf. passend zum alten Schornstein verkleidet werden.  Art der Verkleidung ist nicht wichtig, solange sie witterungsbest?§ndig ist. Material wird ben??tigt.",5/3/2020 9:42,6/2/2020 9:42,01060,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,"Der alte, ungenutzte Schornstein soll verkleidet und abgedeckt werden, da er nicht mehr sehr stabil wirkt.  Der neue Schornstein, genutzt durch Kamin und Heizung, soll ?ºberdacht und ggf. passend zum alten Schornstein verkleidet werden.  Art der Verkleidung ist nicht wichtig, solange sie witterungsbest?§ndig ist. Material wird ben??tigt."
15755039,Balkon vergr???üern in Grevenbroich,"Ein alter Balkon soll erneuert und vergr???üert werden. Er befindet sich im Erdgeschoss von einem Einfamilienhaus. Das Haus befindet sich in Grevenbroich und es sollte, wenn es passt, so bald wie m??glich gemacht werden. Auf verschiedene Ideen und Anregungen sind wir offen.",5/12/2020 12:41,6/11/2020 12:41,08130,,1,Zeitnah,0,2.0,0,active,"Ein alter Balkon soll erneuert und vergr???üert werden. Er befindet sich im Erdgeschoss von einem Einfamilienhaus. Das Haus befindet sich in Grevenbroich und es sollte, wenn es passt, so bald wie m??glich gemacht werden. Auf verschiedene Ideen und Anregungen sind wir offen."
18444759,R?§umung der Einfahrt,"Guten Tag,  F?ºr die im Bild zu sehende Einfahrt in Stockdorf ben??tigen wir in folgenden Kalenderwochen einen Winterdienst:  KW44 KW47 KW50 KW53 KW3 (2021) KW6 KW9 KW12  Wir freuen uns auf Angebote.   Mit freundlichen Gr?º?üen  L. Beuthner",10/19/2020 18:29,11/18/2020 18:29,09010,,1,Zeitnah,0,4.0,0,active,"Guten Tag,  F?ºr die im Bild zu sehende Einfahrt in Stockdorf ben??tigen wir in folgenden Kalenderwochen einen Winterdienst:  KW44 KW47 KW50 KW53 KW3 (2021) KW6 KW9 KW12  Wir freuen uns auf Angebote.   Mit freundlichen Gr?º?üen  L. Beuthner"
18467694,Treppeneinabu in Albstadt,"Alte Treppe abbauen, neue wangentreppe aus Holz mit viertelwindung unten einbauen. Gerne fertigtreppen",10/21/2020 9:30,11/20/2020 9:30,10010,,1,In den n?§chsten 3 Monaten,0,2.0,0,active,"Alte Treppe abbauen, neue wangentreppe aus Holz mit viertelwindung unten einbauen. Gerne fertigtreppen"
18471569,Anbauterasse - Holz oder Alu. Ben??tigt: Material und Umsetzung,"Anbauterasse - Holz oder Alu.   4m - 5m L?§nge  2,5m - 3m tiefe  Gerne Beratung, Planung und Umsetzung.  Die Terrasse soll an den oberen 3 Fenstern angebracht werden.",10/21/2020 13:02,11/20/2020 13:02,08130,,1,Zeitnah,0,2.0,0,active,"Anbauterasse - Holz oder Alu.   4m - 5m L?§nge  2,5m - 3m tiefe  Gerne Beratung, Planung und Umsetzung.  Die Terrasse soll an den oberen 3 Fenstern angebracht werden."
18522414,Anfertigung und Einbau von Einbauschr?§nken aus Holz (wei?ü)),"Wir wollen in unserer K?ºchenabstellkammer zwei Vorratsschr?§nke (lfdm ca. 4m, 2,50 hoch, Einlegeb??den, tlw. Schiebet?ºren) und ein deckenhohes Schuhregal (ca1,20 Breite, 2,50 H??he) anfertigen und einbauen lassen. Wei?ü lackiert, teilweise mit Schiebet?ºren.",10/24/2020 23:58,11/23/2020 23:58,07010,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,"Wir wollen in unserer K?ºchenabstellkammer zwei Vorratsschr?§nke (lfdm ca. 4m, 2,50 hoch, Einlegeb??den, tlw. Schiebet?ºren) und ein deckenhohes Schuhregal (ca1,20 Breite, 2,50 H??he) anfertigen und einbauen lassen. Wei?ü lackiert, teilweise mit Schiebet?ºren."
18524084,Abzugsrohr Dunstabzugshaube in,"Hallo,  - es soll ein Abzugsrohr f?ºr Gebl?§se an eine bereits eingebaute Dunstabzugshaube funktionsf?§hig montiert werden.  - die Kernbohrung nach au?üen ist bereits passiert  - eine Kernborhrung zwischen K?ºche und dem Abstellraum ist notwending, um nach au?üen zu gelangen (Trockenbauwand bzw. Holz)  - Abzugsrohr hat einen Durchmesser von 150 mm und ca. eine L?§nge von 3m .",10/25/2020 8:28,11/24/2020 8:28,12130,,1,Innerhalb der n?§chsten 30 Tage,0,2.0,0,active,"Hallo,  - es soll ein Abzugsrohr f?ºr Gebl?§se an eine bereits eingebaute Dunstabzugshaube funktionsf?§hig montiert werden.  - die Kernbohrung nach au?üen ist bereits passiert  - eine Kernborhrung zwischen K?ºche und dem Abstellraum ist notwending, um nach au?üen zu gelangen (Trockenbauwand bzw. Holz)  - Abzugsrohr hat einen Durchmesser von 150 mm und ca. eine L?§nge von 3m ."
18537934,Gerade Innentreppe neu anfertigen und einbauen mit Gel?§nder und Setzstufen,Wir brauchen eine neue Treppe in Obergeschoss gerade ohne kurven und oben ein Gel?§nder,10/25/2020 21:11,11/24/2020 21:11,10010,,1,In 3 bis 6 Monaten,0,2.0,0,active,Wir brauchen eine neue Treppe in Obergeschoss gerade ohne kurven und oben ein Gel?§nder
18613612,Holztreppe im Treppenhaus erneuern bzw austauschen,"Hallo zusammen, das alte Treppenhaus bestehend aus zwei Treppen mit je 15 Steigungen muss erneuert werden.  Die aktuellen Treppen bestehen aus Holz.  Gew?ºnscht wird eine stahltreppe mit Holz trittstufen.  Vielen Dank",10/31/2020 9:45,11/30/2020 9:45,10010,,1,Zeitnah,0,2.0,0,active,"Hallo zusammen, das alte Treppenhaus bestehend aus zwei Treppen mit je 15 Steigungen muss erneuert werden.  Die aktuellen Treppen bestehen aus Holz.  Gew?ºnscht wird eine stahltreppe mit Holz trittstufen.  Vielen Dank"
18628722,Natursteinverblender ?ºber 2 Stockwerke anbringen,"Wir h?§tten gerne eine Wand verkleidet (siehe Bilder), die ?ºber 2 Stockwerke nach unten geht. Die Wand liegt hinter einer Wendeltreppe  Ma?üe der Wand (4.50 m hoch, 140 cm breit)",11/1/2020 12:53,12/1/2020 12:53,12070,,1,In den n?§chsten 3 Monaten,0,2.0,0,active,"Wir h?§tten gerne eine Wand verkleidet (siehe Bilder), die ?ºber 2 Stockwerke nach unten geht. Die Wand liegt hinter einer Wendeltreppe  Ma?üe der Wand (4.50 m hoch, 140 cm breit)"
18803152,Schornstein verleiden plus Abdeckung,Hallo. Wollte meinen Schornstein mit Schieferplatten verkleiden plus Edelstahl abdeckung. Schornstein ca. 1Meter hoch und 80cm breit. Der Schornstein befindet sich auf einen Bungalow.  Gut begehbar. Bitte um Kostenvoranschlag. Gru?ü Peter Neumann. Bitte erstmal nur Mail.,11/12/2020 15:43,12/12/2020 15:43,01060,,1,In 3 bis 6 Monaten,0,1.0,0,active,Hallo. Wollte meinen Schornstein mit Schieferplatten verkleiden plus Edelstahl abdeckung. Schornstein ca. 1Meter hoch und 80cm breit. Der Schornstein befindet sich auf einen Bungalow.  Gut begehbar. Bitte um Kostenvoranschlag. Gru?ü Peter Neumann. Bitte erstmal nur Mail.
